x,y,direction
319968,5702370,225
319880,5702324,0
319924,5702299,270
319880,5702331,180
319880,5702312,180
319911,5702299,90
319977,5702389,0
319939,5702396,90
319893,5702299,270
319888,5702299,90
319918,5702396,90
319880,5702338,0
319927,5702299,270
319938,5702368,90
319880,5702350,0
319919,5702345,180
319974,5702396,90
319880,5702333,180
319933,5702372,0
319880,5702326,180
319880,5702307,180
319904,5702299,270
319915,5702396,90
319944,5702359,90
319896,5702353,45
319950,5702329,270
319919,5702331,90
319962,5702326,315
319972,5702306,90
319892,5702382,90
319902,5702357,45
319909,5702358,90
319967,5702374,225
319967,5702315,135
319898,5702313,90
319887,5702383,270
319915,5702381,0
319890,5702362,45
319967,5702396,315
319953,5702316,135
319948,5702380,0
319946,5702362,270
319917,5702381,270
319907,5702370,225
319926,5702374,135
319937,5702337,90
319897,5702379,180
319893,5702388,45
319965,5702372,180
319881,5702328,315
319934,5702371,0
319940,5702391,45
319907,5702361,225
319944,5702328,180
319950,5702318,0
319923,5702314,180
319905,5702319,0
319880,5702358,180
319932,5702319,135
319900,5702299,90
319941,5702396,90
319975,5702342,90
319928,5702371,225
319913,5702394,315
319882,5702375,315
319892,5702381,225
319932,5702348,90
319928,5702357,0
319931,5702385,270
319892,5702309,315
319967,5702377,225
319964,5702386,225
319914,5702331,315
319921,5702355,45
319923,5702366,45
319924,5702329,135
319889,5702302,270
319892,5702360,135
319939,5702354,0
319968,5702336,45
319944,5702333,135
319933,5702396,270
319919,5702396,90
319881,5702396,270
319880,5702335,0
319933,5702359,180
319977,5702315,0
319953,5702386,180
319880,5702303,180
319913,5702325,135
319916,5702330,135
319962,5702396,90
319919,5702345,90
319921,5702299,270
319908,5702341,0
319977,5702356,0
319880,5702330,0
319950,5702345,90
319951,5702380,315
319972,5702317,45
319893,5702350,135
319897,5702362,270
319938,5702369,90
319974,5702310,45
319887,5702336,180
319968,5702320,90
319966,5702376,225
319975,5702338,135
319967,5702392,90
319966,5702376,45
319960,5702348,90
319917,5702335,0
319961,5702332,90
319901,5702299,90
319975,5702348,0
319953,5702375,180
319935,5702316,270
319929,5702316,180
319948,5702396,45
319944,5702325,90
319900,5702345,225
319930,5702320,315
319880,5702379,0
319977,5702365,180
319943,5702320,0
319918,5702303,270
319917,5702310,315
319901,5702357,90
319920,5702325,135
319927,5702350,180
319926,5702323,270
319950,5702369,225
319953,5702305,90
319946,5702344,225
319940,5702395,45
319928,5702360,0
319923,5702385,135
319960,5702336,180
319893,5702368,0
319914,5702346,90
319965,5702314,135
319903,5702376,0
319935,5702335,315
319956,5702335,90
319951,5702370,135
319880,5702385,180
319897,5702299,270
319880,5702333,180
319917,5702396,90
319954,5702299,270
319898,5702396,270
319977,5702313,0
319880,5702361,0
319880,5702303,180
319959,5702299,90
319890,5702299,90
319977,5702390,180
319904,5702396,90
319977,5702339,0
319880,5702329,0
319928,5702396,90
319884,5702396,90
319938,5702376,270
319917,5702396,90
319925,5702328,0
319912,5702323,315
319890,5702360,180
319935,5702313,0
319963,5702335,270
319880,5702379,180
319912,5702311,45
319896,5702396,90
319970,5702311,45
319922,5702371,270
319892,5702396,45
319957,5702352,45
319953,5702380,225
319890,5702365,225
319965,5702383,225
319952,5702346,135
319934,5702375,45
319915,5702369,135
319893,5702335,270
319883,5702328,225
319927,5702325,45
319969,5702318,45
319972,5702357,45
319949,5702318,315
319948,5702317,180
319970,5702311,45
319880,5702306,180
319960,5702317,45
319923,5702329,90
319917,5702344,315
319900,5702350,270
319908,5702391,45
319897,5702326,270
319972,5702329,45
319951,5702338,135
319954,5702370,180
319934,5702333,225
319908,5702396,90
319892,5702364,225
319974,5702336,180
319880,5702307,180
319927,5702315,135
319977,5702316,0
319931,5702360,0
319955,5702359,45
319921,5702323,270
319918,5702389,45
319926,5702351,315
319959,5702342,135
319880,5702340,0
319920,5702311,45
319880,5702342,180
319891,5702396,270
319977,5702309,180
319880,5702366,0
319880,5702303,180
319915,5702396,270
319977,5702316,0
319977,5702320,0
319962,5702396,270
319977,5702311,0
319931,5702370,225
319922,5702337,135
319930,5702299,270
319887,5702396,90
319929,5702360,45
319977,5702366,180
319977,5702354,180
319977,5702364,180
319977,5702350,180
319913,5702345,225
319956,5702396,90
319922,5702355,90
319880,5702375,0
319884,5702326,270
319972,5702383,135
319936,5702341,270
319948,5702379,270
319962,5702331,315
319962,5702309,270
319927,5702331,270
319969,5702314,180
319957,5702312,90
319931,5702381,180
319880,5702346,180
319964,5702333,225
319901,5702380,315
319907,5702316,225
319969,5702307,90
319890,5702300,225
319907,5702317,0
319892,5702364,225
319949,5702350,0
319974,5702347,135
319968,5702342,135
319929,5702353,45
319903,5702301,225
319907,5702341,225
319905,5702367,0
319933,5702343,225
319941,5702378,225
319947,5702359,0
319896,5702322,135
319882,5702321,0
319902,5702346,135
319962,5702323,0
319884,5702305,180
319928,5702331,0
319966,5702394,0
319973,5702346,135
319917,5702358,180
319904,5702383,270
319954,5702336,90
319977,5702380,0
319897,5702348,45
319964,5702346,45
319930,5702361,270
319964,5702337,225
319977,5702387,0
319977,5702299,90
319977,5702383,180
319977,5702327,180
319880,5702382,180
319880,5702346,0
319880,5702316,180
319880,5702338,180
319977,5702351,180
319929,5702346,135
319920,5702354,0
319977,5702299,180
319940,5702384,315
319977,5702374,0
319913,5702344,225
319928,5702361,225
319898,5702396,270
319880,5702331,0
319951,5702342,90
319954,5702299,90
319951,5702384,45
319958,5702334,225
319950,5702321,270
319894,5702364,315
319890,5702325,180
319952,5702345,45
319926,5702300,225
319965,5702380,90
319934,5702341,180
319975,5702342,135
319885,5702313,315
319934,5702333,180
319918,5702333,270
319901,5702309,180
319923,5702340,45
319951,5702381,315
319967,5702377,45
319969,5702320,0
319947,5702316,45
319930,5702336,90
319897,5702395,315
319917,5702362,90
319943,5702356,225
319949,5702338,0
319974,5702371,45
319969,5702383,0
319963,5702333,225
319958,5702376,180
319912,5702363,180
319897,5702324,135
319904,5702377,90
319953,5702317,270
319899,5702313,45
319950,5702357,0
319912,5702363,180
319934,5702346,180
319964,5702390,0
319953,5702362,0
319906,5702383,270
319918,5702394,315
319949,5702340,45
319925,5702394,45
319972,5702331,0
319927,5702300,180
319928,5702327,0
319940,5702382,90
319963,5702352,225
319880,5702386,0
319930,5702396,90
319894,5702314,45
319927,5702396,270
319977,5702373,180
319977,5702299,90
319880,5702332,180
319950,5702382,180
319966,5702396,270
319880,5702369,0
319950,5702396,90
319926,5702349,90
319880,5702330,0
319971,5702396,90
319890,5702299,90
319880,5702390,180
319977,5702303,180
319891,5702396,90
319977,5702347,0
319885,5702305,45
319977,5702307,180
319880,5702391,0
319880,5702382,180
319902,5702322,135
319880,5702332,180
319880,5702320,180
319924,5702358,90
