x,y,direction
321667,5703186,180
320344,5702384,0
321693,5704265,135
320307,5702664,225
320116,5702906,315
321680,5703908,270
320413,5702876,315
320905,5702658,225
320667,5704120,315
320137,5703423,225
320780,5703867,315
320302,5703534,135
320176,5703157,315
320527,5703405,225
321747,5703485,45
320469,5703671,90
321142,5703281,135
320156,5703023,315
320360,5703837,0
321050,5703842,270
321522,5703036,135
321117,5703838,225
319965,5703280,135
321375,5703381,225
321106,5703565,45
320005,5702461,90
320056,5703999,90
320230,5703666,45
321319,5703977,45
321082,5703893,0
320967,5704294,45
319981,5702489,225
320279,5703025,45
320436,5702673,135
320747,5703368,135
319979,5702833,315
321332,5703039,270
321191,5702971,45
321520,5703926,315
321081,5703441,180
321274,5702925,0
321293,5702885,90
321696,5703334,225
321844,5703117,270
321548,5702742,180
321212,5704226,90
320590,5703940,90
321007,5703106,315
320624,5702774,45
321636,5702539,270
320200,5704102,180
320495,5703551,90
321613,5703106,45
320476,5703573,180
321479,5702518,180
319926,5702663,135
321654,5702875,225
321785,5703011,225
321502,5702338,225
320920,5703195,180
321586,5702972,180
319997,5703005,180
321635,5702984,225
319994,5702517,315
321558,5703737,180
320435,5703771,0
320513,5703800,315
320371,5703018,315
320200,5702638,225
320088,5704211,180
321276,5702979,315
320332,5702653,315
321093,5702539,180
320889,5703049,315
320828,5703933,90
320524,5702457,270
320978,5704282,0
320616,5702759,315
320230,5703526,90
321186,5702618,0
320604,5702835,0
320593,5703463,315
319992,5702939,90
320016,5703550,135
320909,5703573,45
320036,5703354,225
320456,5703920,135
320373,5702490,225
320625,5703359,180
320202,5703301,135
320618,5703446,45
320112,5703917,180
320138,5703484,45
320447,5704047,90
320115,5702671,270
320894,5703940,270
320735,5703139,315
321701,5703778,90
321860,5702860,225
320947,5703307,315
321644,5704109,45
320996,5703557,180
321057,5702326,90
321794,5703273,270
321210,5702736,315
321307,5703041,45
321805,5702856,225
321046,5703217,90
320873,5702469,315
319901,5703888,0
320765,5703432,225
321570,5702893,180
320201,5703311,135
321561,5704006,0
320684,5703232,270
320188,5702423,135
320886,5702770,135
320580,5703594,135
321834,5702855,90
320113,5703918,45
320915,5704251,135
321233,5703615,315
321044,5702776,0
321221,5704264,225
320054,5703450,270
321407,5703120,45
321390,5703811,270
320809,5704280,315
320402,5703721,45
321183,5703201,90
321690,5703478,315
321841,5703699,270
320356,5703737,225
321668,5703618,0
320780,5703113,45
320448,5702586,180
321822,5704166,225
321607,5703101,225
321624,5703101,0
319975,5703973,45
320644,5704222,45
321729,5703065,315
321369,5703493,315
321672,5703551,225
320498,5703573,45
321777,5702421,0
320087,5704251,270
321445,5703009,45
321607,5703972,90
321568,5703675,270
321512,5704188,0
320101,5702447,0
321130,5702643,315
320331,5703402,90
320166,5703026,225
320124,5703658,90
320520,5703367,135
320787,5702610,225
320359,5702786,225
320116,5704009,225
321816,5703638,0
321362,5703486,135
320479,5703101,180
320238,5703299,135
321433,5703301,225
321388,5703608,135
319900,5702401,45
320815,5702850,135
321538,5702307,225
319960,5702964,225
320844,5702532,90
321842,5703685,0
320954,5703599,180
320310,5703780,315
319890,5702974,0
321191,5703766,90
321877,5703490,270
321599,5702355,180
320621,5702697,225
321389,5703007,180
321395,5703537,45
321745,5704255,180
320377,5703176,270
319951,5703990,270
321462,5702970,270
321507,5703508,45
321596,5702305,135
320239,5702599,315
321705,5702803,90
320603,5704300,45
320795,5703109,270
321590,5704259,315
321130,5703993,225
321805,5704119,135
321663,5702885,315
320309,5703130,45
321029,5703606,270
320535,5703053,45
320815,5702854,45
321523,5702567,225
320366,5702839,45
320740,5704283,315
321557,5703032,45
320615,5703196,270
321774,5703798,225
320526,5702412,90
321738,5704211,315
320387,5704014,45
320179,5703506,90
321169,5703512,225
320562,5704025,270
321108,5704134,225
321602,5703441,90
321350,5703971,270
321318,5703727,90
320750,5703171,180
320313,5702754,0
321790,5703632,45
321804,5702965,225
320053,5703476,270
321245,5702621,315
320889,5702580,45
321479,5703592,135
320574,5703262,225
321562,5704291,90
320512,5702985,270
320242,5702722,90
321829,5704132,45
321839,5704117,270
321559,5702595,315
321777,5704083,0
320082,5703721,315
321365,5703527,315
320892,5702889,0
321503,5703984,225
321803,5703891,180
321568,5704121,0
320848,5703830,270
320706,5703035,225
321503,5703399,90
320548,5703332,270
321124,5703033,180
321587,5704106,45
321482,5703987,90
321340,5703091,225
321304,5703486,225
321767,5703894,135
320713,5703406,225
321627,5703144,0
321295,5702323,315
321431,5703551,315
320223,5704020,180
320168,5704017,270
320329,5703295,315
320577,5703460,315
320299,5704202,225
320514,5702928,225
321457,5702901,135
320714,5702780,45
321218,5702821,0
320207,5703551,45
320573,5703405,135
321294,5702300,225
321597,5704168,45
320455,5703738,315
321017,5702509,225
320566,5703558,90
321692,5703778,90
320233,5703397,315
321078,5702874,225
320881,5703351,315
320850,5704284,0
320436,5703824,315
320474,5703077,135
321483,5702512,90
321366,5703459,180
321677,5704207,180
320052,5703451,90
320788,5702562,225
321715,5703625,315
321601,5704284,270
321748,5702526,225
320751,5703053,90
321836,5703825,315
321531,5703431,315
321006,5703295,315
320433,5703207,0
321154,5702982,225
320122,5703162,225
320729,5702894,45
321216,5703820,270
320161,5703981,225
320413,5702523,0
321331,5702402,315
320913,5702519,315
320814,5702656,45
321804,5703895,180
321596,5703352,90
320339,5703728,270
321580,5703653,90
320029,5703666,180
320935,5702302,180
320761,5702604,270
321500,5702992,270
320372,5702955,135
321605,5703307,135
319946,5704217,0
321066,5702417,180
320190,5703182,270
321327,5703240,90
320302,5703906,45
321177,5704064,90
321280,5702425,90
321441,5704183,270
320432,5703254,315
319941,5703406,45
320029,5704272,225
320838,5703492,270
321403,5704056,180
320284,5702578,135
321818,5702812,135
321683,5703797,90
321851,5703629,45
320172,5703930,315
321721,5702770,135
319995,5702649,45
321761,5702485,270
321722,5702525,0
320428,5702302,225
320451,5703356,135
321676,5703205,135
321347,5703573,315
320468,5703801,270
320536,5702978,0
321012,5703701,180
321379,5704157,225
320490,5703585,315
321253,5703854,45
320079,5704195,0
320539,5703689,180
321850,5704242,0
321023,5702721,315
321193,5702777,45
321564,5704010,0
320167,5703256,0
320516,5703976,225
319993,5702582,90
320611,5703267,45
320450,5704037,45
320516,5703048,180
319926,5702981,180
320889,5702572,135
321547,5702787,315
320776,5702582,135
321220,5702747,0
321354,5703787,90
321651,5703026,315
320790,5702537,0
321081,5703301,180
320203,5702492,225
321503,5703525,90
321069,5702594,270
320836,5703480,90
320272,5702900,180
321624,5703135,270
320736,5704077,45
320884,5702517,0
321212,5703025,315
320925,5703143,45
319938,5703883,0
321528,5703131,45
321400,5703494,225
319917,5703080,315
320827,5703112,180
321876,5703308,45
319888,5703763,315
321065,5702629,135
320171,5704288,270
320843,5703670,180
321182,5704101,135
320829,5702644,180
321406,5703688,90
320684,5703919,180
321307,5703014,270
321651,5703642,315
319940,5704127,90
320416,5704207,0
321373,5703599,135
321506,5702603,315
321013,5704261,270
320730,5703048,225
320136,5702897,315
321280,5702815,180
319919,5702792,225
321771,5702777,225
320462,5703608,270
320787,5703520,180
320848,5702607,180
320125,5704207,315
321790,5704031,90
320308,5702588,225
321043,5702998,315
321237,5704112,45
320700,5703928,270
319918,5703412,90
321548,5702360,90
321318,5704016,45
320231,5702450,315
320349,5702441,180
320101,5703682,135
321387,5702920,45
320009,5703647,315
321205,5702574,135
321488,5703052,135
321786,5702974,225
320052,5704080,180
321127,5703310,180
320919,5702531,270
321201,5702663,225
319997,5704022,270
320759,5703519,45
320736,5703379,270
321731,5702957,180
320650,5702809,180
321811,5703079,45
320436,5703016,270
321543,5703130,0
320474,5703834,315
320926,5703044,180
320506,5704258,180
320359,5702375,270
321426,5703449,0
320234,5703192,180
320317,5704182,90
321677,5702925,0
320907,5702776,0
321056,5702938,45
320102,5703793,90
321601,5703126,90
321769,5704133,225
320682,5704286,225
320708,5702516,45
321528,5702448,135
320572,5704159,90
321011,5702912,135
321346,5704059,180
320916,5702460,135
319944,5702952,135
320090,5703206,0
320292,5702636,180
320283,5702723,45
321360,5704234,135
321827,5703146,90
320397,5703418,225
320512,5702406,270
321304,5702363,0
320629,5703882,180
319925,5702699,225
320961,5703366,90
320359,5703423,0
321241,5702612,180
320557,5702423,270
320736,5704062,225
320523,5703374,90
320262,5703170,315
320293,5702584,90
320068,5703651,0
320555,5704269,0
320170,5702666,225
320510,5703559,270
320583,5703114,180
320618,5702919,225
321579,5702852,90
320105,5703498,135
321863,5702873,315
319967,5702637,225
320174,5702968,45
320863,5703022,315
321214,5702837,45
320823,5702761,45
320218,5703984,0
321678,5703741,135
320311,5702660,270
321349,5702452,45
321564,5702909,0
320615,5703807,90
321038,5703603,90
320981,5703311,0
321256,5702894,0
320385,5704195,0
321663,5703618,180
320261,5702822,270
319932,5703019,45
321361,5704015,315
321591,5704169,0
321015,5703377,270
320750,5703471,0
321644,5703735,315
321871,5702607,315
320829,5702999,45
321068,5702943,315
320242,5703968,45
320201,5702548,270
321581,5703519,315
320399,5703682,90
321650,5704164,315
321154,5703764,315
321433,5703431,135
321511,5704048,180
321829,5703811,180
320871,5702574,45
321540,5703049,180
321588,5702924,225
321866,5703228,270
321446,5703831,180
321552,5702791,270
320050,5702580,45
320472,5703570,45
320478,5702932,180
321634,5704252,90
321340,5702514,315
320773,5703310,0
321032,5703353,315
321386,5704084,270
321356,5703198,180
321040,5703397,270
321608,5702374,225
320184,5703063,135
320000,5702753,135
320753,5703358,225
320592,5702966,180
320211,5704037,90
321181,5702532,0
320426,5704122,315
320191,5703911,135
321199,5703300,270
321341,5703254,180
320324,5702743,90
321700,5703210,135
321141,5703886,45
321138,5703386,315
319937,5703869,0
321550,5703653,135
321081,5703384,315
320518,5703816,315
319905,5703324,225
321231,5703328,90
321387,5703345,270
320107,5703222,315
321604,5702886,180
320229,5702784,135
320495,5702415,90
321115,5703922,315
320863,5702743,135
321631,5703935,135
321449,5702835,45
320313,5703420,135
321873,5703239,180
320058,5703564,315
320598,5703643,225
320602,5702549,0
321123,5702761,0
321658,5702939,225
320351,5704075,45
320133,5703296,270
321692,5702649,90
320653,5702579,45
321567,5702372,90
321723,5702774,315
321387,5703879,45
321322,5702773,90
320840,5702537,180
321108,5702409,270
321765,5703638,225
320797,5703511,270
320604,5704128,270
320834,5703033,45
319912,5703806,270
320611,5703719,135
321432,5703209,135
321777,5703018,45
321570,5703921,45
319984,5703355,135
321222,5702939,0
321827,5703269,225
319882,5703080,0
320766,5703409,0
321472,5703486,45
321103,5703046,90
320453,5702503,270
321824,5703973,45
320411,5703006,225
320794,5703010,180
320505,5704126,90
320422,5703039,270
320525,5702331,315
321763,5702527,0
321446,5703489,180
320073,5704056,45
320602,5702786,0
320006,5703391,90
321577,5702565,270
320133,5702930,315
321768,5703045,45
321685,5703175,315
321064,5702996,225
321605,5702299,0
321764,5703720,270
320568,5702903,315
320075,5703072,90
321475,5704274,0
321033,5703313,90
320965,5703651,180
320615,5703700,180
321849,5702442,315
320629,5703943,45
321196,5702336,45
321817,5704205,225
320771,5703229,270
321782,5704068,315
320381,5702554,180
321511,5703932,270
321692,5703910,135
320389,5704234,180
320166,5702393,315
320995,5703566,135
321775,5704103,225
321223,5703413,270
321432,5702329,0
320262,5703249,225
321539,5702960,180
320799,5704252,315
320318,5703552,90
319890,5702318,0
319934,5703821,135
320660,5702953,225
321782,5703488,315
321334,5702383,135
320100,5703884,0
320552,5703118,0
321051,5703169,180
320677,5703168,180
321001,5702439,45
321565,5702635,315
320352,5702645,180
321692,5702628,225
320464,5702581,45
321844,5702890,225
320228,5702820,270
320056,5704176,45
321440,5702914,270
321800,5702874,45
320510,5702336,180
320589,5703591,180
321143,5704191,315
321294,5703385,90
320365,5704264,135
321386,5703277,270
320499,5703321,135
321681,5703353,0
321374,5702513,135
320400,5702387,45
321431,5703520,0
321502,5703036,315
321107,5703618,90
321601,5703423,90
320584,5704197,315
321124,5702843,90
321116,5702849,180
321259,5703567,90
321339,5702434,135
321383,5703748,135
319985,5703722,225
320075,5703733,0
320619,5702767,180
320008,5703258,270
321436,5702454,45
320744,5702814,90
321141,5703923,135
320208,5704017,180
320454,5703760,270
319892,5703856,270
319932,5703821,225
321549,5702405,270
321450,5703503,315
321751,5703616,45
320589,5702810,180
320157,5703734,315
320136,5703214,45
320569,5702882,0
321843,5703128,180
321485,5703599,45
320023,5702525,90
320055,5702581,45
321277,5704078,180
320087,5702560,225
321789,5704207,135
320925,5702509,135
320525,5703341,315
320271,5702649,225
321761,5703309,180
319896,5703246,270
321093,5702489,135
320012,5702425,90
321133,5703512,135
320267,5703364,90
320882,5702617,225
320208,5702468,225
320111,5702447,90
320509,5704144,180
321487,5702487,135
321431,5702965,315
321505,5703525,0
320748,5703696,270
321296,5703934,270
321407,5703537,0
320488,5702346,135
321533,5703992,270
321426,5702824,315
320148,5703505,225
320883,5702912,315
320185,5703824,225
321491,5703955,225
320680,5702576,0
320308,5704189,90
320530,5702947,180
321727,5703461,180
321121,5704250,45
319946,5703442,180
320121,5702767,180
320502,5703321,270
321701,5702441,0
321281,5702731,45
320163,5704135,90
321719,5702441,90
320694,5703787,135
321385,5702849,180
320787,5702452,315
320780,5702633,0
321181,5703906,45
321240,5703566,225
321350,5703967,225
320905,5703490,315
320966,5702888,180
320085,5703408,225
320183,5703758,270
321538,5704069,225
321686,5702893,0
320328,5703415,315
321622,5702376,270
320452,5703159,270
321825,5703283,45
321175,5703436,135
321704,5702541,0
321240,5704279,225
320366,5703301,315
321870,5702414,315
321759,5702829,180
321485,5704271,135
321795,5703432,90
321248,5702712,315
321109,5703059,45
321362,5702809,135
320577,5703140,0
320238,5704072,45
320241,5703986,270
320563,5702434,135
320498,5703852,135
321196,5702494,180
320888,5703639,90
321426,5702327,180
320721,5703483,180
321440,5703228,45
321705,5703590,270
321504,5702586,270
320567,5703234,90
320475,5703885,315
320990,5702973,225
320491,5702741,45
321663,5702631,0
321380,5704153,45
320121,5704191,225
320622,5702864,180
321315,5704214,90
319889,5703439,90
320301,5703120,135
320778,5703255,135
321179,5703363,270
321206,5702706,315
320017,5704026,45
321679,5703740,270
319984,5703335,0
321207,5702884,90
320316,5703657,225
320614,5704186,180
320242,5703868,315
320689,5703640,135
319898,5703240,270
321083,5702815,270
321872,5703121,180
321622,5703104,135
321475,5702645,270
320941,5703618,45
321832,5702416,270
321111,5703853,180
320180,5702588,135
320401,5703701,45
320549,5702528,225
320864,5703126,270
321095,5702390,225
321849,5703071,45
321792,5704185,315
320356,5703068,90
320423,5703240,0
321632,5703057,135
320526,5702663,90
319980,5703779,180
321141,5703523,315
321850,5703444,180
320716,5703981,225
321042,5703065,45
320995,5703713,0
321283,5704300,90
320463,5703865,135
320813,5703339,180
321537,5702663,315
320102,5703500,315
321574,5702818,270
320639,5703780,225
321835,5704174,90
320521,5703285,180
321077,5703515,180
319907,5702769,45
321324,5702855,180
321183,5702901,225
320401,5703992,270
320545,5703931,90
321280,5703085,135
320303,5703387,45
321763,5703384,90
321171,5704037,270
320777,5702557,90
321630,5702354,0
320180,5703755,315
320468,5703546,90
320562,5703795,180
320214,5703706,135
320582,5702773,225
321805,5703481,45
320709,5703832,0
320279,5703301,45
321435,5702728,45
320521,5703685,270
320056,5704150,135
321602,5703099,225
321741,5702473,225
321849,5702491,270
320131,5704252,90
319935,5703765,90
320670,5703079,135
321457,5703369,180
320072,5703084,315
321356,5703032,270
