x,y,direction
319890,5702321,180
319930,5702361,135
319903,5702337,45
319948,5702300,270
319973,5702373,315
319973,5702335,225
319927,5702360,270
319904,5702319,315
319937,5702388,45
319936,5702360,45
319939,5702350,270
319914,5702322,135
319931,5702309,270
319902,5702312,135
319950,5702365,90
319929,5702320,135
319939,5702314,315
319973,5702380,225
319886,5702314,225
319961,5702367,180
319884,5702318,135
319897,5702392,225
319973,5702362,135
319951,5702340,135
319952,5702367,180
319952,5702311,90
319904,5702316,45
319946,5702346,225
319908,5702325,135
319884,5702329,225
319927,5702349,315
319920,5702320,135
319977,5702336,0
319976,5702299,90
319880,5702319,180
319944,5702396,90
319896,5702396,270
319961,5702299,270
319944,5702396,270
319977,5702316,0
319889,5702299,270
319977,5702301,180
319966,5702299,90
319889,5702396,270
319977,5702385,180
319880,5702333,180
319932,5702360,45
319965,5702309,225
319911,5702319,225
319944,5702380,0
319942,5702368,180
319955,5702383,90
319968,5702370,135
319929,5702377,315
319972,5702353,45
319972,5702382,90
319885,5702333,45
319903,5702336,135
319924,5702320,180
319946,5702361,270
319967,5702322,45
319976,5702370,90
319938,5702308,135
319975,5702346,180
319900,5702347,45
319886,5702357,180
319947,5702358,180
319885,5702360,45
319929,5702318,315
319890,5702310,270
319930,5702381,0
319922,5702332,45
319917,5702367,315
319880,5702339,180
319977,5702355,0
319898,5702359,315
319893,5702346,0
319886,5702390,45
319940,5702371,180
319880,5702303,270
319881,5702331,0
319947,5702304,315
319950,5702333,135
319942,5702336,270
319924,5702299,90
319953,5702375,45
319904,5702308,90
319898,5702340,180
319952,5702310,270
319942,5702385,315
319893,5702335,180
319915,5702391,0
319935,5702319,135
319910,5702317,0
319922,5702380,315
319893,5702378,270
319912,5702327,180
319977,5702357,0
319912,5702299,90
319936,5702367,180
319963,5702396,90
319923,5702396,90
319880,5702391,180
319880,5702332,180
319899,5702396,270
319977,5702374,0
319920,5702345,135
319880,5702341,180
319977,5702351,0
319885,5702396,90
319889,5702396,90
319977,5702391,180
319929,5702362,45
319880,5702384,0
319942,5702334,0
319953,5702300,90
319938,5702328,45
319965,5702346,315
319943,5702327,90
319895,5702312,45
319898,5702394,90
319902,5702381,315
319886,5702351,45
319941,5702321,315
319974,5702348,180
319956,5702359,135
319888,5702352,270
319954,5702325,315
319944,5702342,135
319951,5702373,225
319881,5702312,180
319936,5702305,225
319886,5702384,135
319968,5702309,0
319951,5702373,270
319974,5702383,0
319947,5702328,0
319904,5702375,0
319950,5702393,315
319970,5702344,90
319945,5702322,0
319944,5702373,315
319905,5702390,225
319924,5702340,0
319931,5702350,315
319923,5702390,135
319971,5702305,315
319920,5702316,270
319955,5702331,45
319950,5702391,315
319932,5702358,315
319903,5702374,45
319900,5702338,225
319904,5702305,315
319960,5702383,90
319883,5702396,270
319940,5702351,315
319882,5702389,0
319942,5702324,45
319970,5702387,315
319880,5702314,270
319935,5702328,315
319914,5702382,0
319977,5702330,0
319880,5702377,180
319955,5702299,90
319892,5702299,90
319880,5702378,180
319880,5702323,180
319880,5702355,0
319977,5702364,0
319977,5702380,0
319958,5702299,270
319909,5702299,90
319895,5702396,270
319977,5702377,180
319887,5702299,270
319891,5702299,135
319977,5702299,180
319910,5702350,315
319949,5702300,90
319952,5702358,135
319961,5702318,135
319957,5702347,135
319942,5702365,225
319918,5702396,270
319886,5702384,225
319918,5702363,90
319912,5702354,180
319966,5702379,135
319928,5702349,180
319890,5702368,90
319977,5702347,0
319921,5702395,90
319977,5702327,0
319973,5702396,45
319916,5702301,225
319928,5702366,0
319897,5702326,45
319924,5702334,180
319941,5702328,135
319913,5702336,180
319946,5702316,225
319931,5702329,90
319909,5702359,0
319964,5702374,225
319905,5702334,90
319942,5702358,0
319930,5702320,0
319934,5702302,135
319957,5702314,135
319908,5702306,90
319889,5702302,90
319911,5702366,270
319954,5702306,315
319958,5702370,225
319905,5702309,225
319904,5702353,90
319885,5702388,315
319936,5702359,315
319891,5702333,270
319950,5702336,225
319915,5702349,180
319885,5702302,225
319949,5702330,90
319897,5702389,135
319959,5702393,90
319921,5702368,225
319914,5702311,135
319962,5702353,315
319898,5702327,90
319887,5702322,45
319899,5702346,90
319937,5702379,90
319964,5702351,180
319887,5702364,45
319899,5702396,90
319942,5702350,0
319914,5702308,315
319977,5702327,0
319948,5702357,270
319956,5702358,45
319977,5702371,180
319977,5702396,0
319977,5702322,180
319946,5702395,270
319880,5702322,0
319977,5702352,180
319880,5702361,180
319887,5702396,90
319893,5702316,270
319901,5702323,180
319970,5702299,270
319880,5702323,0
319925,5702359,90
319965,5702302,135
319915,5702301,135
319925,5702315,45
319972,5702300,90
319917,5702366,270
319905,5702388,135
319921,5702374,270
319921,5702381,270
319926,5702338,90
319969,5702348,315
319965,5702369,45
319927,5702310,0
319956,5702385,180
319969,5702302,225
319940,5702387,0
319901,5702354,90
319961,5702299,270
319951,5702388,225
319925,5702338,225
319913,5702367,225
319972,5702370,0
319892,5702304,225
319945,5702366,45
319969,5702379,315
319918,5702299,270
319946,5702370,180
319944,5702299,90
319967,5702315,90
319895,5702304,180
319894,5702322,180
319967,5702388,225
319880,5702359,0
319976,5702385,45
319881,5702305,225
319889,5702309,45
319937,5702361,315
319944,5702318,0
319961,5702353,135
319898,5702390,45
319934,5702374,180
319880,5702340,180
319938,5702376,315
319955,5702385,45
319888,5702365,270
319880,5702331,0
319929,5702320,270
319969,5702367,225
319934,5702396,270
319912,5702343,90
319966,5702311,45
319957,5702321,0
319955,5702341,270
319880,5702306,180
319977,5702385,180
319967,5702299,90
319913,5702299,90
319880,5702360,180
319958,5702299,270
319977,5702348,0
319891,5702396,270
319977,5702317,180
319896,5702299,90
319888,5702396,90
319977,5702362,180
319956,5702299,270
319977,5702364,0
319904,5702299,270
319977,5702303,0
319927,5702364,270
319949,5702388,45
319890,5702396,270
319961,5702299,90
319891,5702396,90
319883,5702299,270
319887,5702347,0
319887,5702350,270
319884,5702327,270
319943,5702365,45
319923,5702380,180
319900,5702383,270
319905,5702301,270
319934,5702302,135
319912,5702308,315
319932,5702340,90
319903,5702299,270
319959,5702387,225
319907,5702329,315
319960,5702332,225
319886,5702358,270
319934,5702346,90
319956,5702341,0
319901,5702357,180
319915,5702349,135
319977,5702369,180
319911,5702384,45
319963,5702299,270
319934,5702314,0
319941,5702382,135
319917,5702361,0
319968,5702350,315
319919,5702373,225
319924,5702387,315
319905,5702379,135
319954,5702307,90
319928,5702307,90
319955,5702330,225
319968,5702383,0
319959,5702381,270
319928,5702338,180
319933,5702323,0
319890,5702373,180
319924,5702329,135
319947,5702343,225
319918,5702356,225
319894,5702337,225
319904,5702385,225
319927,5702335,180
319891,5702348,0
319916,5702388,315
319885,5702340,225
319901,5702321,270
319939,5702340,45
319956,5702323,225
319930,5702318,135
319902,5702374,0
319953,5702363,225
319974,5702330,135
319974,5702387,135
319977,5702366,180
319888,5702396,270
319977,5702367,0
319880,5702374,0
319927,5702396,270
319880,5702336,0
319907,5702299,270
319969,5702299,90
319926,5702299,90
319899,5702299,270
319934,5702396,270
319895,5702396,270
319932,5702353,135
319959,5702396,90
319880,5702354,0
319880,5702353,180
319977,5702396,90
319941,5702299,270
319885,5702299,270
319977,5702326,0
319896,5702299,270
319977,5702354,180
319975,5702396,270
319882,5702396,90
319898,5702324,270
319880,5702315,0
319947,5702396,90
319893,5702386,315
319909,5702300,270
319897,5702316,225
319883,5702338,0
319915,5702306,225
319958,5702392,315
319897,5702337,0
319953,5702381,315
319918,5702380,0
319965,5702374,45
319925,5702375,135
319893,5702332,0
319931,5702351,180
319924,5702390,315
319956,5702380,180
319943,5702358,180
319913,5702383,135
319890,5702322,45
319959,5702379,180
319965,5702314,135
319974,5702316,45
319887,5702373,0
319930,5702350,225
319899,5702373,0
319953,5702396,270
319880,5702318,0
319946,5702307,135
319973,5702365,135
319923,5702364,90
319934,5702394,45
319901,5702348,90
319925,5702312,225
319901,5702310,90
319907,5702310,270
319912,5702379,90
319938,5702299,90
319914,5702342,315
319903,5702386,135
319909,5702309,45
319931,5702380,45
319933,5702372,90
319977,5702380,0
319941,5702313,270
319886,5702299,225
319977,5702370,0
319930,5702367,180
319950,5702317,45
319964,5702364,0
319895,5702299,270
319880,5702360,180
319880,5702365,180
319962,5702299,90
319894,5702299,90
319890,5702299,90
319921,5702334,135
319925,5702396,90
319900,5702396,90
319886,5702396,90
319925,5702371,315
319913,5702299,90
319953,5702299,90
319977,5702303,0
319929,5702299,90
319903,5702299,270
319935,5702330,315
319942,5702389,45
319910,5702300,90
319953,5702369,45
319925,5702385,45
319904,5702383,315
319891,5702377,135
319935,5702393,315
319972,5702356,0
319950,5702361,270
319958,5702362,45
319962,5702356,270
319900,5702356,225
319910,5702310,315
319953,5702379,180
319890,5702315,180
319950,5702332,45
319921,5702347,135
319884,5702380,180
319967,5702330,135
319932,5702369,315
319924,5702340,45
319902,5702381,270
319920,5702373,135
319937,5702392,270
319894,5702379,180
319898,5702337,90
319958,5702310,315
319977,5702365,180
319946,5702365,270
319937,5702345,45
319898,5702305,225
319890,5702352,315
319923,5702381,270
319922,5702329,90
319917,5702368,270
319957,5702305,180
319947,5702358,45
319949,5702341,180
319972,5702372,45
319929,5702349,180
319944,5702344,270
319902,5702351,45
319892,5702310,45
319947,5702368,270
319968,5702354,45
319882,5702318,225
319929,5702320,180
319946,5702332,180
319966,5702317,135
319921,5702339,0
319916,5702321,180
319958,5702327,180
319952,5702324,45
319977,5702340,135
319930,5702328,180
319907,5702396,90
319884,5702299,270
319965,5702299,270
319907,5702299,90
319977,5702310,0
319977,5702383,180
319956,5702396,90
319880,5702381,0
319880,5702386,0
319932,5702396,270
319957,5702299,270
319942,5702396,270
319915,5702332,135
319899,5702331,0
319966,5702299,270
319977,5702376,180
319971,5702396,90
319941,5702388,315
319880,5702327,0
319880,5702348,0
319882,5702394,0
319929,5702324,45
319908,5702317,0
319903,5702331,135
319892,5702323,315
319881,5702353,225
319947,5702384,225
319974,5702299,90
319932,5702301,135
319977,5702336,135
319916,5702328,45
319947,5702364,45
319908,5702364,270
319928,5702320,90
319965,5702335,315
319945,5702376,225
319949,5702342,135
319920,5702346,90
319946,5702322,225
319880,5702356,180
319932,5702393,270
319953,5702394,90
319944,5702371,225
319938,5702333,180
319963,5702309,225
319931,5702302,135
319952,5702333,315
319944,5702304,90
319918,5702371,90
319891,5702307,180
319885,5702308,270
319885,5702365,0
319977,5702330,180
319915,5702310,135
319904,5702332,45
319943,5702365,90
319930,5702394,45
319966,5702381,45
319950,5702342,90
319947,5702311,315
319894,5702342,180
319912,5702313,90
319977,5702335,180
319899,5702396,90
319940,5702299,270
319977,5702332,0
319899,5702299,90
319977,5702338,0
319977,5702371,180
319880,5702369,180
319895,5702396,270
319977,5702351,180
319937,5702357,135
319971,5702396,90
319947,5702396,270
319880,5702381,180
319880,5702373,0
319902,5702396,270
319977,5702392,180
319944,5702387,0
319977,5702301,0
319892,5702396,270
319900,5702396,270
319938,5702337,45
319896,5702308,270
319970,5702382,180
319977,5702366,90
319900,5702376,45
319907,5702314,0
319907,5702394,270
319952,5702306,135
319943,5702334,0
319898,5702352,225
319951,5702367,315
319891,5702334,225
319948,5702375,315
319926,5702340,315
319941,5702316,315
319906,5702335,45
319903,5702370,270
319905,5702342,180
319937,5702358,45
319914,5702336,315
319887,5702314,180
319968,5702300,135
319936,5702346,90
319954,5702330,135
319941,5702370,270
319902,5702350,0
319964,5702335,225
319953,5702385,45
319903,5702371,315
319922,5702332,225
319968,5702342,0
319949,5702375,225
319910,5702394,315
319922,5702312,45
319915,5702383,225
319955,5702355,180
319954,5702360,270
319957,5702320,135
319938,5702327,90
319929,5702369,90
319904,5702319,270
319898,5702380,225
319959,5702383,135
319953,5702353,45
319947,5702327,225
319938,5702364,270
319913,5702371,225
319893,5702386,45
319921,5702348,270
319885,5702383,225
319966,5702369,135
319963,5702347,0
319946,5702325,225
319893,5702331,45
319955,5702299,270
319911,5702396,270
319914,5702396,270
319977,5702354,0
319948,5702299,90
319880,5702374,0
319949,5702378,180
319965,5702299,270
319975,5702396,90
319977,5702383,180
319880,5702310,180
319926,5702396,90
319936,5702299,270
319880,5702353,180
319886,5702306,45
319968,5702396,90
319937,5702380,270
319889,5702299,270
319910,5702347,315
319942,5702379,45
319977,5702322,180
319884,5702299,90
319887,5702299,90
319951,5702299,270
319882,5702301,135
319953,5702396,270
319952,5702393,180
319880,5702312,0
319977,5702300,0
319977,5702352,0
319906,5702377,315
319940,5702324,270
319962,5702361,270
319902,5702300,90
319912,5702371,180
319896,5702390,45
319939,5702375,225
319920,5702388,0
319949,5702301,90
319922,5702332,45
319896,5702331,90
319901,5702370,270
319912,5702326,225
319916,5702369,90
319965,5702347,135
319918,5702307,225
319884,5702341,180
319939,5702350,315
319905,5702320,135
319961,5702352,135
319904,5702395,0
319963,5702324,315
319927,5702387,45
319939,5702328,225
319894,5702379,0
319903,5702349,0
319976,5702357,0
319963,5702379,45
319896,5702395,270
319911,5702377,225
319927,5702365,45
319963,5702335,225
319910,5702396,270
319901,5702321,270
319977,5702326,45
319969,5702311,180
319955,5702322,135
319949,5702333,225
319951,5702357,135
319894,5702305,135
319894,5702388,0
319908,5702364,180
319926,5702387,90
319963,5702329,315
319954,5702382,270
319955,5702384,45
319969,5702370,45
319921,5702386,270
319926,5702371,90
319922,5702371,45
319972,5702363,90
319923,5702393,45
319942,5702363,0
319924,5702310,135
319910,5702359,180
319968,5702315,135
319959,5702382,225
319945,5702368,135
319945,5702314,180
319897,5702331,225
319977,5702379,180
319954,5702368,0
319915,5702351,90
319892,5702307,225
319935,5702396,270
319916,5702299,90
319977,5702342,180
319930,5702394,315
319927,5702373,0
319917,5702360,270
319938,5702299,270
319977,5702351,180
319948,5702299,90
319940,5702382,225
319948,5702381,135
319880,5702313,0
319957,5702396,270
