x,y,direction
319961,5702311,225
319906,5702335,180
319932,5702386,180
319941,5702358,225
319928,5702358,225
319881,5702320,225
319898,5702300,135
319919,5702368,225
319886,5702307,45
319892,5702314,0
319956,5702348,0
319948,5702387,135
319903,5702318,180
319944,5702395,225
319894,5702384,315
319941,5702319,315
319963,5702308,225
319920,5702344,135
319907,5702372,225
319976,5702351,90
319972,5702386,315
319969,5702350,180
319883,5702302,90
319975,5702317,90
319931,5702324,90
319933,5702316,180
319927,5702369,315
319913,5702313,270
319887,5702322,135
319933,5702308,270
319925,5702327,315
319945,5702358,180
319968,5702310,315
319940,5702328,0
319930,5702395,0
319948,5702348,135
319971,5702363,0
319955,5702302,0
319946,5702386,45
319968,5702391,180
319912,5702356,180
319880,5702380,0
319908,5702319,180
319949,5702360,315
319917,5702378,0
319911,5702387,315
319968,5702305,45
319912,5702354,315
319885,5702393,315
319941,5702365,225
319897,5702346,90
319972,5702300,90
319972,5702372,135
319972,5702390,45
319939,5702318,315
319896,5702348,0
319940,5702359,135
319940,5702318,135
319885,5702330,0
319945,5702375,180
319905,5702316,135
319889,5702317,90
319961,5702343,90
319891,5702354,315
319960,5702366,225
319902,5702384,225
319904,5702373,270
319909,5702327,180
319952,5702354,45
319920,5702343,270
319961,5702360,0
319915,5702387,225
319890,5702355,90
319962,5702321,0
319887,5702388,90
319932,5702334,90
319957,5702310,135
319929,5702370,270
319942,5702376,45
319975,5702386,90
319932,5702320,180
319891,5702345,90
319912,5702375,225
319963,5702378,225
319895,5702332,180
319886,5702348,0
319939,5702345,0
319973,5702395,90
319935,5702327,270
319920,5702319,225
319910,5702382,0
319958,5702339,270
319894,5702366,135
319965,5702373,225
319921,5702391,90
319907,5702315,90
319971,5702386,90
319949,5702379,0
319933,5702332,90
319939,5702394,0
319965,5702337,315
319924,5702377,225
319880,5702349,270
319962,5702382,135
319881,5702366,135
319969,5702338,315
319949,5702339,90
319896,5702356,135
319930,5702321,225
319956,5702385,0
319953,5702368,45
319955,5702349,315
319904,5702350,135
319964,5702312,90
319966,5702331,180
319976,5702346,135
319893,5702317,135
319892,5702357,180
319907,5702371,225
319913,5702303,315
319890,5702310,0
319919,5702301,225
319885,5702367,90
319891,5702348,315
319887,5702315,225
319965,5702387,270
319956,5702363,270
319949,5702359,180
319916,5702324,45
319887,5702301,90
319891,5702325,180
319919,5702299,180
319976,5702320,180
319901,5702354,45
319909,5702361,180
319950,5702342,45
319960,5702340,180
319903,5702309,45
319976,5702357,0
319941,5702311,90
319897,5702354,45
319949,5702374,225
319900,5702327,135
319890,5702366,225
319947,5702354,315
319887,5702391,225
319917,5702362,45
319932,5702370,180
319969,5702332,315
319935,5702364,0
319924,5702347,225
319908,5702375,45
319935,5702325,0
319939,5702328,135
319902,5702305,0
319881,5702369,315
319943,5702326,135
319881,5702383,0
319901,5702369,225
319925,5702342,180
319926,5702371,45
319891,5702306,315
319951,5702337,90
319952,5702299,180
319919,5702380,0
319944,5702313,90
319960,5702302,90
319908,5702348,180
319922,5702338,45
319896,5702374,135
319905,5702328,0
319938,5702317,45
319883,5702310,180
319883,5702352,225
319901,5702302,135
319890,5702320,45
319922,5702396,315
319933,5702384,315
319963,5702356,135
319949,5702322,0
319921,5702302,90
319936,5702337,315
319882,5702371,315
319913,5702308,270
319881,5702344,45
319964,5702333,315
319916,5702334,90
319926,5702355,180
319908,5702304,90
319960,5702310,45
319882,5702374,270
319887,5702377,225
319971,5702341,270
319899,5702381,180
319910,5702370,0
319965,5702369,90
319887,5702306,45
319882,5702307,225
319886,5702360,45
319890,5702343,135
319952,5702339,270
319918,5702396,135
319896,5702339,270
319964,5702311,225
319939,5702360,90
319974,5702376,180
319957,5702395,315
319961,5702326,0
319885,5702387,45
319914,5702383,0
319929,5702340,315
319967,5702318,45
319911,5702309,45
319893,5702371,180
319928,5702318,180
319955,5702392,270
319931,5702365,135
319968,5702299,180
319916,5702311,135
319946,5702352,180
319969,5702391,270
319895,5702357,180
319903,5702316,135
319964,5702320,135
319887,5702367,315
319913,5702311,0
319925,5702349,225
319929,5702327,315
319937,5702343,45
319951,5702354,225
319976,5702311,225
319919,5702394,180
319969,5702305,0
319956,5702364,45
319914,5702303,315
319926,5702335,225
319927,5702334,90
319953,5702304,270
319975,5702359,315
319925,5702386,315
319953,5702333,45
319929,5702337,270
319939,5702364,45
319976,5702302,180
319977,5702318,315
319903,5702359,45
319938,5702334,45
319921,5702389,0
319946,5702315,0
319963,5702313,45
319918,5702334,315
319903,5702331,180
319936,5702389,180
319889,5702375,45
319903,5702328,45
319880,5702356,225
319957,5702379,270
319972,5702326,315
319956,5702306,0
319977,5702370,315
319946,5702379,45
319956,5702366,180
319926,5702319,135
319890,5702346,135
319905,5702351,0
319903,5702335,315
319925,5702326,0
319946,5702364,270
319882,5702357,0
319969,5702329,0
319951,5702327,135
319946,5702334,90
319915,5702309,90
319921,5702334,270
319910,5702344,45
319965,5702367,90
319975,5702328,225
319926,5702350,45
319928,5702396,45
319908,5702369,90
319937,5702332,315
319889,5702358,135
319916,5702378,135
319911,5702341,270
319885,5702362,315
319969,5702395,315
319936,5702331,180
319967,5702383,45
319963,5702341,180
319967,5702373,135
319915,5702312,225
319937,5702390,315
319891,5702377,225
319883,5702389,270
319937,5702358,270
319906,5702379,225
319924,5702345,0
319963,5702362,270
319928,5702372,0
319917,5702299,0
319911,5702312,90
319897,5702386,180
319920,5702321,45
319974,5702340,0
319942,5702331,180
319958,5702300,45
319932,5702307,315
319880,5702312,45
319921,5702316,225
319906,5702306,0
319905,5702370,90
319915,5702338,225
319906,5702303,0
319894,5702396,270
319912,5702392,180
319928,5702389,45
319901,5702387,315
319937,5702382,135
319913,5702395,0
319944,5702340,270
319915,5702310,315
319972,5702395,315
319902,5702303,225
319884,5702344,0
319930,5702313,315
319908,5702393,270
319925,5702320,180
319969,5702356,270
319918,5702315,225
319950,5702372,90
319958,5702322,90
319937,5702342,225
319943,5702357,315
319890,5702396,315
319905,5702312,180
319883,5702365,270
319958,5702393,315
319967,5702341,135
319888,5702316,0
319883,5702305,270
319976,5702385,225
319944,5702336,315
319913,5702345,135
319910,5702386,225
319925,5702348,90
319916,5702392,270
319957,5702388,90
319910,5702312,315
319973,5702342,0
319911,5702324,45
319912,5702331,270
319898,5702363,180
319900,5702347,0
319967,5702386,0
319972,5702304,135
319963,5702376,90
319923,5702393,0
319936,5702371,45
319951,5702394,45
319925,5702352,90
319937,5702345,180
319934,5702390,90
319881,5702340,225
319952,5702338,180
319904,5702349,45
319901,5702393,45
319942,5702386,315
319915,5702317,315
319899,5702394,45
319899,5702308,90
319904,5702371,90
319938,5702332,45
319905,5702329,180
319959,5702359,225
319888,5702312,90
319939,5702348,45
319976,5702374,45
319932,5702377,315
319970,5702347,45
319958,5702326,135
319932,5702378,90
319943,5702308,135
319913,5702348,90
319929,5702328,180
319884,5702365,180
319882,5702379,0
319887,5702363,225
319907,5702311,225
319880,5702311,90
319967,5702346,135
319906,5702371,315
319969,5702325,225
319909,5702305,45
319891,5702351,45
319959,5702384,315
319934,5702355,45
319891,5702378,180
319964,5702383,225
319893,5702364,0
319900,5702320,90
319888,5702302,0
319961,5702306,315
319940,5702331,135
319910,5702343,315
319969,5702382,90
319888,5702334,270
319927,5702310,225
319933,5702325,45
319892,5702328,315
319946,5702327,90
319924,5702320,90
319899,5702304,270
319883,5702381,270
319917,5702392,135
319936,5702307,135
319887,5702359,225
319974,5702355,135
319963,5702334,315
319899,5702345,315
319970,5702327,180
319965,5702317,315
319884,5702362,180
319947,5702317,225
319974,5702311,45
319888,5702320,225
319881,5702325,225
319888,5702314,180
319915,5702351,135
319973,5702367,315
319932,5702352,45
319977,5702394,270
319921,5702388,315
319964,5702358,270
319880,5702369,225
319935,5702315,270
319944,5702392,135
319905,5702366,225
319958,5702323,45
319957,5702300,315
319895,5702321,90
319923,5702361,315
319897,5702361,270
319883,5702328,315
319916,5702373,180
319888,5702359,180
319887,5702324,0
319880,5702370,225
319897,5702364,225
319943,5702344,315
319938,5702350,0
319909,5702299,180
319977,5702302,135
319891,5702386,180
319951,5702332,270
319912,5702337,135
319903,5702386,90
319909,5702393,180
319895,5702371,315
319894,5702321,225
319886,5702379,225
319971,5702312,180
319940,5702300,225
319886,5702362,45
319906,5702375,270
319899,5702347,315
319958,5702338,0
319911,5702379,225
319903,5702355,180
319895,5702350,225
319958,5702376,180
319908,5702339,90
319919,5702329,180
319892,5702365,180
319962,5702308,45
319923,5702305,90
319891,5702379,0
319892,5702392,315
319886,5702302,270
319891,5702336,315
319915,5702328,315
319953,5702306,180
319948,5702307,90
319890,5702317,315
319956,5702359,270
319948,5702326,135
319882,5702383,90
319897,5702314,90
319964,5702301,135
319901,5702301,225
319925,5702374,45
319976,5702328,0
319887,5702312,180
319935,5702379,0
319938,5702390,225
319946,5702325,135
319915,5702357,180
319972,5702371,270
319900,5702353,225
319897,5702327,180
319919,5702345,315
